입주예정월,지역,사업유형,주소,아파트명,세대수
2027-05,전남,분양,전라남도 나주시 이창동 714,나주영산 윤슬의아침 더정원,311
2027-07,전남,분양,전라남도 순천시 풍덕동  327-3,순천그랜드파크자이,997
2027-07,전남,분양,전라남도 해남군 해남읍 구교리 49-0,파크레스트 해남 민영주택,294
2027-09,전남,분양,전라남도 순천시 덕암동  45-0,순천 지에이그린웰 하이드원,475
2027-10,전남,분양,전라남도 순천시 용당동  288-1,순천 한양립스 파크포레,463
2027-01,전남,분양,전라남도 광양시 마동  348-4,더샵 광양레이크센텀,925
2026-10,전남,분양,전라남도 장성군 진원면 A2,첨단제일풍경채(A2),1845
2026-03,전북,분양,전북특별자치도 군산시 지곡동  126-0,군산 한라비발디 더프라임,633
2026-05,전북,분양,전북특별자치도 군산시 조촌동  739-6,군산 경남아너스빌 디오션,873
2026-08,전북,조합,전북특별자치도 익산시 신동  142-111,익산아르니에듀스카이,295
2026-10,전북,분양,전북특별자치도 완주군 봉동읍 용암리 48-1,봉동 한양립스 센텀포레,516
2026-11,전북,분양,전북특별자치도 전주시 완산구 서신동  40-4,서신 더샵 비발디,1914
2026-12,전북,분양,전북특별자치도 군산시 경장동  504-4,효성해링턴 플레이스 군산,275
2026-12,전북,분양,전북특별자치도 군산시 지곡동  산 137-1,군산 레이크시티 아이파크,722
2026-12,전북,분양,전북특별자치도 익산시 부송동  0-0,익산 부송 아이파크,511
2026-12,전북,분양,전북특별자치도 전주시 덕진구 송천동2가  1315-0,에코시티 한양수자인 디에스틴 주상복합,268
2027-01,전북,분양,전북특별자치도 전주시 덕진구 송천동2가  1317-0,에코시티 더샵4차,576
2027-02,전북,임대,전북특별자치도 전주시 덕진구 금암동   523-104,전주대라수글로벌에듀(민간임대),315
2027-03,전북,분양,전북특별자치도 김제시 검산동  510-7,김제 검산 예다음,648
2027-05,전북,분양,전북특별자치도 전주시 덕진구 호성동2가  801-31,전주 에코시티 더 클래스,48
2027-07,전북,임대,전북특별자치도 김제시 하동  산 37-10,김제하동어반트리2차(민간임대),122
2027-09,전북,분양,전북특별자치도 전주시 덕진구 인후동2가  1560-0,전주 인후동 마루힐 센트럴 ,199
2027-11,전북,임대,전북특별자치도 김제시 금구면 금구리  358-37,남전주IC국제미소래1차(민간임대),198
2027-11,전북,분양,전북특별자치도 순창군 순창읍 순화리 951,대상 웰라움 순창,264
2026-02,전북,,전북특별자치도 익산시 신동  808-1,신동(신혼희망타운),44
2026-02,전북,분양,전북특별자치도 익산시 남중동  454-1,남중동 오투그란데 뉴퍼스트,298
2027-04,제주,분양,제주특별자치도 제주시 건입동  167-0,제주 중부공원 제일풍경채 센트럴파크,728
2026-05,제주,분양,제주특별자치도 제주시 아라이동  1270-19,정원파인즈 reve 2단지,65
2027-05,제주,분양,제주특별자치도 제주시 아라이동  1270-5,정원파인즈 reve 3단지 도시형생활주택,69
2027-11,제주,분양,제주특별자치도 제주시 오라이동  854-1,위파크 제주 1단지,686
2027-11,제주,분양,제주특별자치도 제주시 오라이동  923-0,위파크 제주 2단지,715
2026-02,제주,분양,제주특별자치도 제주시 외도일동 499-3,외도 성원상떼빌,83
2026-09,제주,임대,제주특별자치도 제주시 화북일동  1400,제주화복A22(행복주택),272
2026-10,제주,분양,제주특별자치도 서귀포시 서홍동 384-5,서귀포 형남6차 아파트,94
2026-03,제주,분양,제주특별자치도 서귀포시 표선면 표선리 536-1,리첸시아 표선 IB,50
2026-01,충남,분양,충청남도 아산시 배방읍 세교리 1600-0,힐스테이트 자이 아산센텀,787
2026-01,충남,분양,충청남도 아산시 모종동  555-1,아산 벨코어 스위첸,299
2026-02,충남,분양,충청남도 아산시 용화동  133-2,아산자이 그랜드파크 2단지,849
2026-02,충남,분양,충청남도 아산시 용화동  137-1,아산자이 그랜드파크 1단지,739
2026-02,충남,분양,충청남도 천안시 동남구 용곡동  462-16,천안 일봉공원 호반써밋 센트럴파크(1BL),453
2026-03,충남,분양,충청남도 아산시 모종동  0-0,힐스테이트 모종 블랑루체,1060
2026-06,충남,임대,충청남도 천안시 서북구 백석동   462-40,백석동(민간임대),70
2026-07,충남,분양,충청남도 천안시 동남구 문화동  78-1,트루엘 시그니처 천안역,236
2026-08,충남,분양,충청남도 논산시 연무읍 안심리 26-0,논산 푸르지오 더 퍼스트,433
2026-08,충남,분양,충청남도 아산시 탕정면 갈산리 0-0,탕정 푸르지오 리버파크,1626
2026-09,충남,분양,충청남도 아산시 신창면 남성리 177-3,아산 신창1차 광신프로그레스,450
2026-10,충남,분양,충청남도 서산시 석림동  528-1,서산 센트럴 아이파크,410
2026-10,충남,임대,충청남도 천안시 서북구 두정동   400-7,두정동(민간임대),110
2026-10,충남,분양,충청남도 홍성군 광천읍 광천리 154-47,홍성2차 승원팰리체 시그니처,293
2026-11,충남,분양,충청남도 공주시 월송동  671-1,공주월송지구 경남아너스빌,366
2026-11,충남,분양,충청남도 청양군 청양읍 읍내리 308-4,청양 금성백조 예미지 퍼스트클래스,182
2026-12,충남,분양,충청남도 보령시 동대동  391-0,보령 엘리체 헤리티지,971
2026-12,충남,분양,충청남도 아산시 탕정면 매곡리 0-0,더샵 탕정인피니티시티,1140
2027-01,충남,임대,충청남도 홍성군 홍북읍 신경리 1207-0,e편한세상 내포 퍼스트드림(선택형 분양전환공공임대주택),949
2027-02,충남,분양,충청남도 아산시 배방읍 북수리 1577-0,배방 필하우스 리버시티,1083
2027-02,충남,분양,충청남도 아산시 탕정면 매곡리 0-0,더샵 탕정인피니티시티 2차,1214
2027-05,충남,분양,충청남도 계룡시 엄사면 엄사리 418-8,계룡 펠리피아,823
2027-05,충남,분양,충청남도 부여군 부여읍 쌍북리 595-0,부여 골드클래스,413
2027-05,충남,분양,충청남도 천안시 동남구 용곡동  474-4,천안 일봉공원 호반써밋 센트럴파크(2BL),1284
2027-05,충남,임대,충청남도 천안시 서북구 성정동   1425,성정동(임대),585
2027-06,충남,임대,충청남도 천안시 서북구 직산읍 삼은리 84-1,천안직산중해마루힐센텀(민간임대),408
2027-08,충남,분양,충청남도 천안시 서북구 성정동  209-1,힐스테이트 천안역 스카이움,999
2027-10,충남,분양,충청남도 아산시 탕정면 매곡리 0-0,더샵 탕정인피니티시티 3차,1163
2027-12,충남,분양,충청남도 아산시 탕정면 동산리 0-0,아산탕정자이 퍼스트시티(A1 BL),797
2027-12,충남,분양,충청남도 천안시 서북구 두정동  393-11,천안 두정역 양우내안애 퍼스트로,416
2027-12,충남,분양,충청남도 천안시 서북구 성성동  34-4,천안 아이파크 시티,1126
2027-11,충남,분양,충청남도 논산시 취암동 139,트리븐 논산,429
2026-04,충북,분양,충청북도 청주시 서원구 개신동  0-0,청주 동일하이빌 파트레인 2단지,800
2026-02,충북,분양,충청북도 충주시 용산동  40-0,어썸웨이브 용산,90
2026-05,충북,임대,충청북도 증평군 증평읍 증평리 661,증평석미아데나에듀포레(민간임대),414
2026-05,충북,분양,충청북도 청주시 흥덕구 봉명동  산 26-0,월명공원 한라비발디 온더파크,874
2026-06,충북,임대,충청북도 괴산군 괴산읍 대사리 0-0,괴산미니복합타운 A1 행복주택,350
2026-08,충북,분양,충청북도 청주시 흥덕구 복대동  100-28,복대자이 더 스카이,715
2026-08,충북,분양,충청북도 청주시 현도면 선동리 256-7,남청주현도지구B1호반써밋(사전청약),656
2026-08,충북,분양,충청북도 청주시 흥덕구 송절동  0-0,해링턴 플레이스 테크노폴리스,602
2026-09,충북,임대,충청북도 청주시 청원구 내덕동  620-5,청주내덕 통합공공임대주택,80
2027-01,충북,분양,충청북도 청주시 흥덕구 오송읍 오송리 194-3,힐스테이트오송역(A1),2094
2027-02,충북,분양,충청북도 청주시 흥덕구 가경동  330-0,청주 가경 아이파크 6단지,946
2027-01,충북,분양,충청북도 청주시 흥덕구 송절동  0-0,신영지웰 푸르지오 테크노폴리스 센트럴,1034
2027-04,충북,분양,충청북도 괴산군 괴산읍 대사리 A2,괴산대광로제비앙A2(사전청약),390
2027-06,충북,분양,충청북도 청주시 서원구 사직동  215-8,힐스테이트 어울림 청주사직,2330
2027-08,충북,분양,충청북도 청주시 청원구 오창읍 양청리 814-2,더샵 오창프레스티지,644
2027-08,충북,분양,충청북도 청주시 흥덕구 송절동  9-2,청주테크노폴리스 아테라(A8블록),1450
2027-08,충북,분양,충청북도 충주시 호암동  193-2,한화포레나 충주호암,847
2027-12,충북,임대,충청북도 음성군 음성읍 읍내리  419,음성석미아데나센트럴(민간임대),245
2027-09,충북,분양,충청북도 청주시 상당구 용암동  산 222-0,원봉공원 힐데스하임,1211
2026-01,충북,분양,충청북도 청주시 서원구 개신동  산 104-6,더샵 청주그리니티,1191
2026-01,충북,임대,충청북도 청주시 상당구 지북동 584,청주지북 A4 행복주택,254
2026-01,충북,임대,충청북도 청주시 상당구 지북동  402,청주지북 A5 행복주택,488
2027-09,충북,임대,충청북도 음성군 대소면 삼정지구 A2블록,충북 음성 대소 삼정지구 A2BL. 공공지원 민간임대주택,465
2027-09,충북,임대,충청북도 음성군 대소면 삼정지구 A3블록,충북 음성 대소 삼정지구 A3BL. 공공지원 민간임대주택 신축공사,510
2027-05,충북,임대,충청북도 음성군 맹동면 동성리 535번지 일원,충북혁신 통합공공임대,300
2026-01,충북,분양,청주시 서원구 개신동 70-10,청주 동일하이빌 파크레인 1단지,800
