주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급접수시작일,특별공급접수종료일,해당지역1순위접수시작일,해당지역1순위접수종료일,경기지역1순위접수시작일,경기지역1순위접수종료일,기타지역1순위접수시작일,기타지역1순위접수종료일,해당지역2순위접수시작일,해당지역2순위접수종료일,경기지역2순위접수시작일,경기지역2순위접수종료일,기타지역2순위접수시작일,기타지역2순위접수종료일,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명_시공사,문의처,사업주체명_시행사,입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,모집공고홈페이지주소
"2022000129","2022000129","힐스테이트 세운 센트럴 2단지","01","APT","01","민영","0","분양주택","100","서울","04544","서울특별시 중구 입정동 2-4번지 일원",264,"2022-04-08","2022-04-18","2022-04-21","2022-04-18","2022-04-18","2022-04-19","2022-04-19",,,"2022-04-20","2022-04-20","2022-04-21","2022-04-21",,,"2022-04-21","2022-04-21","2022-04-28","2022-05-10","2022-05-14","https://www.hillstate-hec.co.kr/sewoon","현대엔지니어링(주)","02-587-0998","우리자산신탁 주식회사","2023-02","Y","Y","Y","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000129&pblancNo=2022000129"
"2022000128","2022000128","힐스테이트 세운 센트럴 1단지","01","APT","01","민영","0","분양주택","100","서울","04544","서울특별시 중구 입정동 189-1번지 일원",165,"2022-04-08","2022-04-18","2022-04-21","2022-04-18","2022-04-18","2022-04-19","2022-04-19",,,"2022-04-20","2022-04-20","2022-04-21","2022-04-21",,,"2022-04-21","2022-04-21","2022-04-27","2022-05-10","2022-05-14","https://www.hillstate-hec.co.kr/sewoon","현대엔지니어링(주)","02-587-0998","우리자산신탁 주식회사","2023-02","Y","Y","Y","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000128&pblancNo=2022000128"
"2022000212","2022000212","브라운스톤 인터포레","01","APT","01","민영","0","분양주택","410","경기","11318","경기도 동두천시 생연동 284번지 일원",320,"2022-04-07","2022-04-18","2022-04-21","2022-04-18","2022-04-18","2022-04-19","2022-04-19",,,"2022-04-20","2022-04-20","2022-04-21","2022-04-21",,,"2022-04-21","2022-04-21","2022-04-27","2022-05-09","2022-05-11","http://www.renewall-brownstone.co.kr/","이수건설주식회사","031-861-5257","주공생연아파트주택재건축정비사업조합","2024-12","N","Y","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000212&pblancNo=2022000212"
"2022000197","2022000197","리더스시티 5블록","01","APT","03","국민","0","분양주택","300","대전","34684","대전광역시 동구 천동 228-9일대 (천동 판암동 일원) 천동3구역 주거환경개선사업지구 내 5블록",1192,"2022-04-07","2022-04-18","2022-04-21","2022-04-18","2022-04-18","2022-04-19","2022-04-19",,,"2022-04-20","2022-04-20","2022-04-21","2022-04-21",,,"2022-04-21","2022-04-21","2022-04-27","2022-06-06","2022-06-13","http://www.리더스시티.com","계룡건설산업(주)  (주)대우건설  금호건설(주)  (주)태영건설 ","042-271-9900","계룡건설산업(주)","2024-12","Y","Y","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000197&pblancNo=2022000197"
"2022000165","2022000165","군산 신역세권 한라비발디 센트로","01","APT","01","민영","0","분양주택","560","전북","54042","전라북도 군산시 내흥동 926",878,"2022-03-31","2022-04-25","2022-04-27","2022-04-25","2022-04-25","2022-04-26","2022-04-26",,,"2022-04-26","2022-04-26","2022-04-27","2022-04-27",,,"2022-04-27","2022-04-27","2022-05-03","2022-05-16","2022-05-21","https://brand.halla.co.kr/gunsan/","주식회사 한라","1670-7877","코리아신탁(주)","2024-10","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000165&pblancNo=2022000165"
"2022000164","2022000164","화성 비봉지구 B3블록 예미지 센트럴에듀","01","APT","01","민영","0","분양주택","410","경기","18283","경기도 화성시 비봉면 삼화리 473",917,"2022-03-31","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-19","2022-05-02","2022-05-06","http://www.bb-yemizi.com/","(주)금성백조건설","1899-7642","(주)대승글로벌 (주)삼승개발 (주)삼승건설","2025-01","N","Y","Y","N","Y","Y","Y","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000164&pblancNo=2022000164"
"2022000154","2022000154","파주운정신도시 디에트르 에듀타운(A38BL)","01","APT","01","민영","0","분양주택","410","경기","10865","경기도 파주시 다율동 A38BL",489,"2022-03-31","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-21","2022-05-03","2022-05-05","http://detre-pj6.co.kr/","대방건설(주)","1688-4007","엔비건설(주)","2024-12","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000154&pblancNo=2022000154"
"2022000147","2022000147","화성 비봉 B-4BL 우미린","01","APT","01","민영","0","분양주택","410","경기","18284","경기도 화성시 비봉면 삼화리 500",798,"2022-03-31","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-20","2022-05-02","2022-05-06","https://www.lynn.co.kr","(주)우미건설","031-401-1811","(주)전승건설","2024-12","N","Y","Y","N","Y","Y","Y","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000147&pblancNo=2022000147"
"2022000136","2022000136","검단역 금강펜테리움 더 시글로 2차","01","APT","01","민영","0","분양주택","400","인천","22626","인천광역시 서구 검단신도시 RC4BL 주상복합용지",483,"2022-03-31","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-02","2022-05-04","http://www.gd-siglo2.co.kr","주식회사금강주택","1600-0255","주식회사 센테리움개발","2025-06","Y","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000136&pblancNo=2022000136"
"2021000968","2021000968","나주 한국아델리움 더하이츠","01","APT","01","민영","0","분양주택","513","전남","58266","전라남도 나주시 이창동 714번지 일원",140,"2022-03-31","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-12","2022-04-25","2022-04-27",,"한국건설(주)","061-338-3800","영산지역주택조합","2024-05","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000968&pblancNo=2021000968"
"2022820012","2022820012","파주운정3 A26블록 신혼희망타운(공공분양) 추가","10","신혼희망타운","03","국민","0","분양주택","410","경기","10888","경기도 파주시 동패동 1219일원 파주운정3 A26블록",2,"2022-03-30","2022-04-11","2022-04-12",,,"2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-18","2022-06-23","2022-06-24","https://www.pj-weddingtown.co.kr","(주)대보건설","1600-1004","한국토지주택공사 인천지역본부","2022-08","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022820012&pblancNo=2022820012"
"2022820011","2022820011","고양지축 A-1블록 신혼희망타운(공공분양) 추가입주자모집공고","10","신혼희망타운","03","국민","0","분양주택","410","경기","10583","경기도 고양시 덕양구 지축동 572-1번지 일원",1,"2022-03-30","2022-04-14","2022-04-15",,,"2022-04-14","2022-04-14","2022-04-14","2022-04-14","2022-04-14","2022-04-14","2022-04-15","2022-04-15","2022-04-15","2022-04-15","2022-04-15","2022-04-15","2022-04-21","2022-06-30","2022-06-30","http://www.lhjc-al.co.kr","계룡건설사업 주식회사","1600-1004","한국토지주택공사 인천지역본부","2022-09","N","Y","Y","N","Y","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022820011&pblancNo=2022820011"
"2022000183","2022000183","문수로 푸르지오 어반피스","01","APT","01","민영","0","분양주택","680","울산","44658","울산광역시 남구 신정동 1266-6번지 일원",339,"2022-03-30","2022-04-11","2022-04-14","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-13","2022-04-13","2022-04-14","2022-04-14",,,"2022-04-14","2022-04-14","2022-04-20","2022-05-02","2022-05-04","https://www.prugio.com/hc/2022/munsuro/","주식회사 대우건설","052-256-4000","신영부동산신탁 주식회사","2026-06","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000183&pblancNo=2022000183"
"2021000996","2021000996","인천 신흥동 3가 숭의역 엘크루","01","APT","01","민영","0","분양주택","400","인천","22330","인천광역시 중구 신흥동3가 7-79 외 25필지",72,"2022-03-30","2022-04-11","2022-04-14","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-13","2022-04-13","2022-04-14","2022-04-14",,,"2022-04-14","2022-04-14","2022-04-20","2022-05-03","2022-05-05","http://숭의역엘크루.com","(주)일군토건","1599-6385","인천 신흥동3가 지역주택조합","2025-04","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000996&pblancNo=2021000996"
"2022520017","2022520017","김해 진례지구 C-2BL 디에트르(사전청약)","09","민간사전청약","01","민영","0","분양주택","621","경남","50874","경상남도 김해시 진례면 송정리 513-2 일원",502,"2022-03-29","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-03","2022-05-05","http://detre-jr.co.kr","대방건설 주식회사","1688-1551","대방하우징(주)","2028-02","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520017&pblancNo=2022520017"
"2022520016","2022520016","파주 운정신도시 A49블록 시티프라디움 (사전청약)","09","민간사전청약","01","민영","0","분양주택","410","경기","10885","경기도 파주시 운정신도시 A49블록",438,"2022-03-29","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-13","2022-04-19","2022-05-02","2022-05-05","http://파주운정시티프라디움.com","(주)시티건설","1644-6949","(주)시티글로벌","2025-04","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520016&pblancNo=2022520016"
"2022520015","2022520015","평택 고덕국제신도시 A-50블록(사전청약)","09","민간사전청약","01","민영","0","분양주택","410","경기","18017","경기도 평택시 고덕택지개발지구 A-50BL",578,"2022-03-29","2022-04-08","2022-04-12","2022-04-08","2022-04-08","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-18","2022-04-29","2022-05-03","http://www.gd-a50bl.co.kr","주식회사 미래도건설","1644-7447","주식회사 모아종합건설","2025-03","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520015&pblancNo=2022520015"
"2022520014","2022520014","인천 가정2지구 B2블록 우미 린(사전청약)","09","민간사전청약","01","민영","0","분양주택","400","인천","22732","인천광역시 서구 가정동 인천가정2 공공주택지구 내 B-2BL",278,"2022-03-29","2022-04-08","2022-04-13","2022-04-08","2022-04-08","2022-04-11","2022-04-11",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-02","2022-05-04","https://www.lynn.co.kr/","(주)우미개발","032-566-4700","(주)심우건설","2025-11","Y","Y","Y","N","Y","N","Y","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520014&pblancNo=2022520014"
"2022520013","2022520013","광주 선운2지구 예다음(사전청약)","09","민간사전청약","01","민영","0","분양주택","500","광주","62392","광주광역시 광산구 운수동 선운2지구 B-2BL",505,"2022-03-29","2022-04-08","2022-04-13","2022-04-08","2022-04-08","2022-04-11","2022-04-11",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-02","2022-05-04","http://www.선운2지구예다음.com","(주)영무산업개발","062-714-2550","(주)영무건설","2027-01","N","Y","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520013&pblancNo=2022520013"
"2022520012","2022520012","파주 운정3지구 제일풍경채 A46BL(사전청약)","09","민간사전청약","01","민영","0","분양주택","410","경기","10890","경기도 파주시 동패동 415(운정3지구 A46BL)일원",345,"2022-03-29","2022-04-08","2022-04-12","2022-04-08","2022-04-08","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-18","2022-04-29","2022-05-01","https://pj-jeil46.co.kr","제일건설(주)","1533-3831","(주)파주운정46피에프브이","2025-11","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520012&pblancNo=2022520012"
"2022520009","2022520009","양주 회천지구 A-12BL 라온프라이빗(사전청약)","09","민간사전청약","01","민영","0","분양주택","410","경기","11438","경기도 양주시 양주회천지구 A12BL",568,"2022-03-29","2022-04-08","2022-04-12","2022-04-08","2022-04-08","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-11","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-12","2022-04-18","2022-04-29","2022-05-02","http://www.yh-raon.co.kr","라온건설주식회사","031-868-8200","에버캄도시개발주식회사","2026-01","N","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022520009&pblancNo=2022520009"
"2022000163","2022000163","창원현동 A-2BL 10년 분양전환 공공임대주택","01","APT","03","국민","1","분양전환 가능임대","621","경남","51778","경상남도 창원시 마산합포구 현동310",809,"2022-03-29","2022-04-08","2022-04-12","2022-04-08","2022-04-08","2022-04-11","2022-04-11",,,"2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-18","2022-05-11","2022-05-14","http://현동남양휴튼.com/","남양건설(주)","055-223-8600","경남개발공사","2024-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000163&pblancNo=2022000163"
"2022000140","2022000140","제일풍경채 검단Ⅱ","01","APT","01","민영","0","분양주택","400","인천","22628","인천광역시 서구 불로동 AB18BL",1734,"2022-03-29","2022-04-08","2022-04-12","2022-04-08","2022-04-08","2022-04-11","2022-04-11",,,"2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-20","2022-05-07","2022-05-15","http://jeil-gd2.co.kr","제일건설(주)","1533-0508","(주)인천검단2차피에프브이","2025-04","Y","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000140&pblancNo=2022000140"
"2022000131","2022000131","부암2차 비스타동원 아트포레","01","APT","01","민영","0","분양주택","600","부산","47141","부산광역시 부산진구 부암동 298-163번지 일원",440,"2022-03-28","2022-04-07","2022-04-12","2022-04-07","2022-04-07","2022-04-08","2022-04-08",,,"2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-18","2022-04-29","2022-05-03","http://www.dongwonapt.co.kr/buam2/","동원개발","051-469-0111","주식회사 아시아드종합개발","2025-08","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000131&pblancNo=2022000131"
"2022000161","2022000161","디엘본가평설악","01","APT","01","민영","0","분양주택","410","경기","12467","경기도 가평군 설악면 신천리 산 45-27번지 일원",107,"2022-03-25","2022-04-06","2022-04-08","2022-04-06","2022-04-06","2022-04-07","2022-04-07",,,"2022-04-07","2022-04-07","2022-04-08","2022-04-08",,,"2022-04-08","2022-04-08","2022-04-15","2022-04-26","2022-04-28","http://www.deelbon.com","선원건설(주)","031-585-2405","디엘본가평설악지역주택조합","2024-11","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000161&pblancNo=2022000161"
"2022000155","2022000155","양산 사송지구 C-2BL 우미린","01","APT","01","민영","0","분양주택","621","경남","50637","경상남도 양산시 사송지구 C-2BL",688,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-12","2022-04-25","2022-04-28","https://www.lynn.co.kr","(주)우미개발 외1","055-362-5001","(주)심우종합건설","2024-07","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000155&pblancNo=2022000155"
"2022000153","2022000153","호반 써밋 제주","01","APT","01","민영","0","분양주택","690","제주","63152","제주특별자치도 제주시 용담2동 481-3번지 일원",213,"2022-03-25","2022-04-04","2022-04-05",,,"2022-04-04","2022-04-04",,,"2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-11","2022-04-25","2022-04-27","https://hobansummit-jjyd.co.kr/","(주)호반건설","064-745-7775","한국자산신탁(주)","2024-04","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000153&pblancNo=2022000153"
"2022000150","2022000150","양산 한신더휴","01","APT","01","민영","0","분양주택","621","경남","50541","경상남도 양산시 평산동 589-3일원",405,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-13","2022-04-26","2022-04-28","http://www.yp-thehue.com/","한신공영(주)","1533-0604","(주)한국토지신탁","2025-03","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000150&pblancNo=2022000150"
"2022000149","2022000149","주문진 삼부르네상스 오션포레","01","APT","01","민영","0","분양주택","200","강원","25415","강원도 강릉시 주문진읍 교항리 244-7외 9필지",234,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-14","2022-04-25","2022-04-27","http://www.주문진삼부르네상스오션포레.com","삼부토건(주)","033-662-0400","대한토지신탁(주)","2024-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000149&pblancNo=2022000149"
"2022000139","2022000139","이천 백사지구 1BL 신안실크밸리","01","APT","01","민영","0","분양주택","410","경기","17316","경기도 이천시 백사면 모전리 1-11외 33필지",880,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-12","2022-04-25","2022-04-27","http://silkvalley-ic.co.kr/","신안건설산업(주)","1577-0034","신안건설산업(주)","2024-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000139&pblancNo=2022000139"
"2022000138","2022000138","힐스테이트 검단 웰카운티(공공분양주택)","01","APT","03","국민","0","분양주택","400","인천","22631","인천광역시 서구 불로동 116(검단신도시 AA16BL)",1073,"2022-03-25","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-30","2022-06-05","https://www.hillstate.co.kr/s/#gumdan_wellcounty","현대건설 주식회사 컨소시엄","032-566-1535","인천도시공사","2025-01","Y","Y","Y","N","Y","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000138&pblancNo=2022000138"
"2022000137","2022000137","힐스테이트 검단 웰카운티(민영주택)","01","APT","01","민영","0","분양주택","400","인천","22631","인천광역시 서구 불로동 116(검단신도시 AA16BL)",462,"2022-03-25","2022-04-11","2022-04-13","2022-04-11","2022-04-11","2022-04-12","2022-04-12",,,"2022-04-12","2022-04-12","2022-04-13","2022-04-13",,,"2022-04-13","2022-04-13","2022-04-19","2022-05-09","2022-05-12","https://www.hillstate.co.kr/s/#gumdan_wellcounty","현대건설 주식회사 컨소시엄","032-566-1535","인천도시공사","2025-01","Y","Y","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000137&pblancNo=2022000137"
"2022000111","2022000111","작전역 베네하임 더윈","01","APT","01","민영","0","분양주택","400","인천","21089","인천광역시 계양구 작전동 415",166,"2022-03-25","2022-04-04","2022-04-07","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-06","2022-04-06","2022-04-07","2022-04-07",,,"2022-04-07","2022-04-07","2022-04-13","2022-04-25","2022-04-27","http://www.베네하임더윈.com/","광성종합건설(주)","032-543-1900","우리자산신탁 주식회사","2024-01","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000111&pblancNo=2022000111"
"2022000095","2022000095","구서 태성에버리치","01","APT","01","민영","0","분양주택","600","부산","46229","부산광역시 금정구 구서동 162-9",57,"2022-03-25","2022-04-04","2022-04-07","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-06","2022-04-06","2022-04-07","2022-04-07",,,"2022-04-07","2022-04-07","2022-04-13","2022-04-25","2022-04-27",,"동국종합건설(주)","051-582-8854","주식회사 태성에버리치","2022-04","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000095&pblancNo=2022000095"
"2021000729","2021000729","용인 경남아너스빌 디센트 H4BL(3단지)","01","APT","01","민영","0","분양주택","410","경기","17161","경기도 용인시 처인구 양지면 남곡리 147-21외 11필지(용인남곡2지구 H4BL)",388,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-12","2022-04-25","2022-04-30","http://decent.honorsville.co.kr/","경남기업(주)","1877-6954","경남기업(주) (주)아주뉴스코퍼레이션","2024-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000729&pblancNo=2021000729"
"2021000728","2021000728","용인 경남아너스빌 디센트 H3BL(2단지)","01","APT","01","민영","0","분양주택","410","경기","17161","경기도 용인시 처인구 양지면 남곡리 147-15외 8필지(용인남곡2지구 H3BL)",450,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-13","2022-04-25","2022-04-30","http://decent.honorsville.co.kr/","경남기업(주)","1877-6954","경남기업(주) (주)아주뉴스코퍼레이션","2024-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000728&pblancNo=2021000728"
"2021000727","2021000727","용인 경남아너스빌 디센트 H2BL(1단지)","01","APT","01","민영","0","분양주택","410","경기","17161","경기도 용인시 처인구 양지면 남곡리 147-19외 12필지(용인남곡2지구 H2BL)",326,"2022-03-25","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-14","2022-04-25","2022-04-30","http://decent.honorsville.co.kr/","경남기업(주)","1877-6954","경남기업(주) (주)아주뉴스코퍼레이션","2024-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000727&pblancNo=2021000727"
"2022000142","2022000142","대구역자이 더 스타","01","APT","01","민영","0","분양주택","700","대구","41581","대구광역시 북구 칠성동2가 500-2번지 일원",424,"2022-03-24","2022-04-04","2022-04-07","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-06","2022-04-06","2022-04-07","2022-04-07",,,"2022-04-07","2022-04-07","2022-04-14","2022-04-26","2022-04-28","http://dgstar-xi.co.kr","지에스건설(주)","1644-0260","한국자산신탁(주)","2025-04","N","Y","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000142&pblancNo=2022000142"
"2022000135","2022000135","화순3차 한국아델리움","01","APT","01","민영","0","분양주택","513","전남","58112","전라남도 화순군 화순읍 교리 98번지일원",135,"2022-03-24","2022-04-04","2022-04-06","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-05","2022-04-05","2022-04-06","2022-04-06",,,"2022-04-06","2022-04-06","2022-04-14","2022-04-27","2022-04-29","http://www.화순한국아델리움.com/","한국건설(주)","1811-6734","화순교리지역주택조합","2024-07","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000135&pblancNo=2022000135"
"2022000119","2022000119","서울대입구역 더하이브 센트럴","01","APT","01","민영","0","분양주택","100","서울","08786","서울특별시 관악구 봉천동 37-83번지 일원",35,"2022-03-24","2022-04-04","2022-04-07","2022-04-04","2022-04-04","2022-04-05","2022-04-05",,,"2022-04-06","2022-04-06","2022-04-07","2022-04-07",,,"2022-04-07","2022-04-07","2022-04-13","2022-04-25","2022-04-27","http://thehive-central.co.kr","(쥬)디에이건설","02-882-2468","우리자산신탁 주식회사","2024-01","Y","Y","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2022000119&pblancNo=2022000119"
